Positive	Negative	Text	Explanation
2	-1	Fix HADOOP-38: Add FileSystem.getBlockSize() method and use it as the maximum split size.  Also change FileSystem to implement Configurable, and improve some javadoc, using inherited comments where possible and removing implementation details from public javadoc.   	Fix HADOOP -38 :Add FileSystem .[sentence: 1,-1] getBlockSize ()method and use it as the maximum split size .[sentence: 1,-1] Also change FileSystem to implement Configurable ,and improve[2]some javadoc ,using inherited comments where possible and removing implementation details from public javadoc .[sentence: 2,-1]  [result: max + and - of any sentence]
1	-1	Move Closeable interface to io package, since it is of general utility, and to prepare for JDK 1.5.   	Move Closeable interface to io package ,since it is of general utility ,and to prepare for JDK 1 .[sentence: 1,-1] 5 .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-2	  Fix bug HADOOP-16.    Don't invoke TaskInProgress.hasTaskWithCacheHit() unnecessarily from within JobInProgress.    Also, cache filesystem hints inside JobInProgress.     	Fix bug HADOOP -16 .[sentence: 1,-1] Don't invoke TaskInProgress .[sentence: 1,-1] hasTaskWithCacheHit ()unnecessarily[-2]from within JobInProgress .[sentence: 1,-2] Also ,cache filesystem hints inside JobInProgress .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	HADOOP-37: Add ClusterStatus.  Contributed by Owen O'Malley.   	HADOOP -37 :Add ClusterStatus .[sentence: 1,-1] Contributed by Owen O'Malley .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix for HADOOP-34: make build paths relative to location of build.xml, not PWD.  Contributed by Jeremy Bensley.   	Fix for HADOOP -34 :make build paths relative to location of build .[sentence: 1,-1] xml ,not PWD .[sentence: 1,-1] Contributed by Jeremy Bensley .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	  Add a bunch of updated comments and JavaDocs to the Distributed File System package.     	Add a bunch of updated comments and JavaDocs to the Distributed File System package .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Bundle webapps into jar.   	Bundle webapps into jar .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix HADOOP-30: add -lsr and -cat commands to DFSShell.  Contributed by Michel Tourn.   	Fix HADOOP -30 :add -lsr and -cat commands to DFSShell .[sentence: 1,-1] Contributed by Michel Tourn .[sentence: 1,-1]  [result: max + and - of any sentence]
2	-1	Further improvements from Bryan A. Pendleton.    	Further improvements[2]from Bryan A .[sentence: 2,-1] Pendleton .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Make compatible with JDK 1.4.    	Make compatible with JDK 1 .[sentence: 1,-1] 4 .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix for HADOOP-12.  The JobTracker now loads the InputFormat from the job's jar file.   	Fix for HADOOP -12 .[sentence: 1,-1] The JobTracker now loads the InputFormat from the job's jar file .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Keep 'unzip' from prompting when overwriting (e.g., when archive contains same file twice).  Also make it less verbose.    	Keep 'unzip 'from prompting when overwriting (e .[sentence: 1,-1] g .,[sentence: 1,-1] when archive contains same file twice ).[sentence: 1,-1] Also make it less verbose .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Add an easy way to specify a job's jar, by naming a class in the jar.   	Add an easy way to specify a job's jar ,by naming a class in the jar .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Stop using deprecated 'jspc' ant task and instead call jasper directly.  Also rename webapp files to align with package name.   	Stop using deprecated 'jspc 'ant task and instead call jasper directly .[sentence: 1,-1] Also rename webapp files to align with package name .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fixed HADOOP-20: permit mappers and reducers to cleanup.  Add a close() method to the Mapper and Reducer interfaces by having them extend a Closeable interface.  Update all implementations to define close().  Patch by Michel Tourn.   	Fixed HADOOP -20 :permit mappers and reducers to cleanup .[sentence: 1,-1] Add a close ()method to the Mapper and Reducer interfaces by having them extend a Closeable interface .[sentence: 1,-1] Update all implementations to define close ().[sentence: 1,-1] Patch by Michel Tourn .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-2	Removed properties mistakenly copied from Nutch.    	Removed properties mistakenly[-2]copied from Nutch .[sentence: 1,-2]  [result: max + and - of any sentence]
1	-1	Create html documentation for configuration defaults and link to these from javadoc.   	Create html documentation for configuration defaults and link to these from javadoc .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix for split from nutch.    	Fix for split from nutch .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fixed so that examples jar is packaged correctly.    	Fixed so that examples jar is packaged correctly .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix HADOOP-28.  Jsp pages are now pre-compiled to servlets that can access package-private classes.   	Fix HADOOP -28 .[sentence: 1,-1] Jsp pages are now pre -compiled to servlets that can access package -private classes .[sentence: 1,-1]  [result: max + and - of any sentence]
2	-1	Fix HADOOP-25: improve example code & package separately.  Contributed by Owen O'Malley.   	Fix HADOOP -25 :improve[2]example code &package separately .[sentence: 2,-1] Contributed by Owen O'Malley .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Updated javadoc.    	Updated javadoc .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Initial version of a Hadoop tutorial.    	Initial version of a Hadoop tutorial .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Clean up javadoc, reduce number of public classes.   	Clean up javadoc ,reduce number of public classes .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Log to logs directory by default.    	Log to logs directory by default .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Remove a spurious space.    	Remove a spurious space .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Add WritableFactory mechanism, to permit one to use ObjectWritable with non-public classes.  Register factories for DFS implementation classes and make them non-public.  This greatly simplifies the javadoc.   	Add WritableFactory mechanism ,to permit one to use ObjectWritable with non -public classes .[sentence: 1,-1] Register factories for DFS implementation classes and make them non -public .[sentence: 1,-1] This greatly simplifies the javadoc .[sentence: 1,-1]  [result: max + and - of any sentence]
2	-1	Improved javadoc, starting overview and package documentation.  Also moved DF from dfs to fs package.   	Improved[2]javadoc ,starting overview and package documentation .[sentence: 2,-1] Also moved DF from dfs to fs package .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Add scripts into jar file so they're bundled with code.   	Add scripts into jar file so they're bundled with code .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fixed javadoc link and added more news.   	Fixed javadoc link and added more news .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix for HADOOP-22: remove unused imports.  By Sami Siren.   	Fix for HADOOP -22 :remove unused imports .[sentence: 1,-1] By Sami Siren .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix HADOOP-21: fix mapred webapp jsp for split from Nutch.  Contributed by Owen O'Malley.   	Fix HADOOP -21 :fix mapred webapp jsp for split from Nutch .[sentence: 1,-1] Contributed by Owen O'Malley .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Remove vestige of Nutch's build.xml so that nightly target will run.    	Remove vestige of Nutch's build .[sentence: 1,-1] xml so that nightly target will run .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Fix HADOOP-5: add commons logging jar to lib.   	Fix HADOOP -5 :add commons logging jar to lib .[sentence: 1,-1]  [result: max + and - of any sentence]
2	-1	Remove a few vestiges of Nutch's plugin mechanism, fixing bug HADOOP-6 (Thanks, Owen!).  Also fix a few typos.    	Remove a few vestiges of Nutch's plugin mechanism ,fixing bug HADOOP -6 (Thanks[2],Owen !).[+0.6 punctuation mood emphasis][sentence: 2,-1] Also fix a few typos .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-2	Fix some config problems, remove notion of app resources: it's overkill.   	Fix some config problems[-2],remove notion of app resources :it's overkill .[sentence: 1,-2]  [result: max + and - of any sentence]
1	-1	Don't require final resoureces.   	Don't require final resoureces .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Permit multiple default and final Configuration resources.   	Permit multiple default and final Configuration resources .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	First version that passes unit tests.   	First version that passes unit tests .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	First version that compiles.   	First version that compiles .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Initial commit of code copied from Nutch.   	Initial commit of code copied from Nutch .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Initial commit of code copied from Nutch.   	Initial commit of code copied from Nutch .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Slightly improved logo.   	Slightly improved[2][+-1 booster word]logo .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	First version of website.   	First version of website .[sentence: 1,-1]  [result: max + and - of any sentence]
1	-1	Create hadoop sub-project.   	Create hadoop sub -project .[sentence: 1,-1]  [result: max + and - of any sentence]
